id	content	character	emotions	labels	label24
2721_0041_A_462	F1从窗台上捡起一个奖杯，冲了出来，直接击中了L2的后脑勺。	f1	0,0,0,0,3,3	[0, 0, 0, 0, 3, 3]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
2721_0041_A_465	I2走过去，按住F1:K2。没关系。	f1	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2721_0041_A_475	我继续努力。L2的脖子靠着桌子的边缘。他想伸出手来反抗，但他痛苦地说不出话来。	i2	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2721_0041_A_477	F1冲过去咬了L2的手。	f1	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2721_0041_A_469	L2骂F1：你这个小兔子，杀了你，抽了你，小兔子。	f1	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2721_0041_A_473	在匆忙中，I2拿起一根电线，从后面把它放在L2的脖子后面，把他的身体拖到桌子的边缘。	i2	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2721_0041_A_481	F1睁大眼睛看着L2，害怕后退一步。I2松开手后，L2的身体瘫痪。I2害怕后退几步，拥抱了他的女儿。这两个人吓得喘不过气来。	i2	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2721_0041_A_479	I2一直在推，L2挣扎了一段时间，然后没有任何动作。	i2	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2721_0041_A_485	I2：我该怎么办？	i2	0,0,3,0,3,0	[0, 0, 3, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2721_0041_A_487	I2：进去，不要出来，进去。	i2	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2721_0041_A_484	F1:这是他自己的错。	f1	0,0,3,0,3,0	[0, 0, 3, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2721_0041_A_482	F1睁大眼睛看着L2，害怕后退一步。I2松开手后，L2的身体瘫痪。I2害怕后退几步，拥抱了他的女儿。这两个人吓得喘不过气来。	f1	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2721_0041_A_488	I2盖住L2的身体，收拾好，走到门口。	i2	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2721_0041_A_496	我吓得说不出话来。	i2	0,0,3,0,3,0	[0, 0, 3, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2721_0041_A_501	F1跑来抢了手机：不，妈妈，你会坐牢的。妈妈没有错。我不想让妈妈进监狱。	f1	0,0,0,0,3,2	[0, 0, 0, 0, 3, 2]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]
2721_0041_A_525	I2显示了寻求帮助的表情：我该怎么办？	i2	0,0,0,0,3,3	[0, 0, 0, 0, 3, 3]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
2721_0044_A_542	I2大声喊道：好的。	i2	0,0,0,0,3,3	[0, 0, 0, 0, 3, 3]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
2721_0044_A_540	I2:K1似乎看到了。他知道是我。（开始哭）我真的很害怕。我每天都在想。自首吧。	i2	0,0,0,0,3,3	[0, 0, 0, 0, 3, 3]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
2721_0065_A_783	我重重地撞在墙上。	i2	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2721_0065_A_786	把信封扔进垃圾桶。	i2	0,0,0,3,3,0	[0, 0, 0, 3, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]
2721_0070_A_826	G2从小房间里拿出一把斧头，走向H2。他吓得站了起来。	h2	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2721_0071_A_863	I2走到窗前，看见G2向后弯着身子从窗前飘过。她吓得把碗扔到了桌子上。	i2	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2721_0074_A_878	我打开信封，看到一行字：你毁了我的一切，我要你的。	i2	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2721_0074_A_882	我哭着倒在地上。	i2	0,0,0,0,3,3	[0, 0, 0, 0, 3, 3]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
2721_0074_A_881	I2恐惧地拿出电话：罗警官，请救救我女儿，救救我女儿。	i2	0,0,0,0,3,3	[0, 0, 0, 0, 3, 3]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
2721_0077_A_904	J1：老师没有回答！	j1	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2721_0077_A_928	J2和Q2匆忙下车。	j2	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2721_0077_A_927	J2：没有他，没有人能证明他是凶手。	j2	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2721_0077_A_937	请再打电话。	j2	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2721_0077_A_941	J2：你在哪里？G2的真正目标是你。	j2	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2721_0077_A_934	J2焦急地对自己说：接电话，接电话！	j2	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2721_0077_A_942	H2听到J2所说的话时侧身看了看。	h2	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2721_0077_A_943	H2听到J2所说的话时侧身看了看。	j2	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2721_0079_A_959	Q2抓到G2并将其送往警车。	g2	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2721_0084_A_1013	I2没有答复。	i2	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2721_0084_A_1017	I2看着H2，但H2转过头来。	i2	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2721_0086_A_1036	L2被杀的那天晚上，G2在I2的房子里观察到了尸体。	i2	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2721_0090_A_1133	G2有些人无法相信这一切：为什么？为什么？	g2	0,0,3,0,3,0	[0, 0, 3, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2930_0095_A_1047	这时，一个男人在雾中向她逼近。他看起来很害怕。那人越是清楚，原来是个丑陋的僵尸。他的脸耷拉着，颅骨和血管都渗了出来。他看起来非常恶心。他露出牙齿，朝m2走去，抓住m2的脖子。	m2	0,0,0,0,3,2	[0, 0, 0, 0, 3, 2]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]
2930_0096_A_1050	突然，病房里响起了心电监护警报。W2醒来，摸了摸m2，他的手很冷，无法醒来。他迅速按铃呼叫V2、T2和R2，跳起来摇晃m2。	w2	0,0,2,0,3,0	[0, 0, 2, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2930_0096_A_1052	突然，病房里响起了心电监护警报。W2醒来，摸了摸m2，他的手很冷，无法醒来。他迅速按铃呼叫V2、T2和R2，跳起来摇晃m2。	t2	0,0,2,0,3,0	[0, 0, 2, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2930_0096_A_1076	绝望的光束N2开始一次又一次地冲击M2的心脏。	n2	0,0,0,0,3,3	[0, 0, 0, 0, 3, 3]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
2930_0125_A_1279	在黑暗中，M2咳嗽了两次。一阵喧闹过后，灯亮了。M2站起身，跌跌撞撞地走出房间。她面前的世界变得越来越模糊。她头晕，腿软。她摔倒在地。一个小鱼缸被撞倒，重重地摔在地上。O2跑出房间，大声喊着M2的名字。	o2	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2996_0031_A_522	炮弹在附近爆炸，黑土几乎将他们掩埋。士兵们急忙赶到通往窑口的沟边。炮弹又准确地落在沟边上，折断的四肢飞溅到空中。凌乱的脚步声踩在坍塌的煤矸石上，一具被掩埋的尸体赤脚从黑土中伸出来，鲜血淋漓。F1被这些脚绊倒，瘫痪，难以移动。他被D1抓住肩膀拖到窑口。	f1	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2996_0034_A_573	F1战栗着，撕开了他的衣领，试图用绷带和手堵住伤口，涌出的血液充满了他的袖子。他惊恐地张开嘴，突然转过身来。他呕吐得厉害，眼镜都掉了下来。	f1	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2996_0045_A_676	F1丢了枪，拖了一个炮弹箱过去。一件激动人心的事情发生了——坦克炮的枪口对着平射炮的枪口。在很短的时间内，A1是愚蠢的，听不到任何声音。	f1	0,0,3,0,3,0	[0, 0, 3, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2996_0047_A_697	坦克轰鸣着驶过战壕的顶部。惊呆了的F1醒来，在他的身上拱起了A1。他不知道对方是死是活。他拼命抓住A1的肩膀摇了摇：连长！连长！	f1	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2996_0047_A_701	F1扔掉A1，倒在D1上：角U2，趴下！	f1	0,0,0,0,3,3	[0, 0, 0, 0, 3, 3]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
2996_0047_A_708	A1发现了这个惊人的场景，大声喊道：让开！b3！让开！	a1	2,0,3,0,3,3	[2, 0, 3, 0, 3, 3]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
2996_0079_A_1081	A1点燃了一支香烟，并互相递给对方。他的嘴唇颤抖得厉害，几乎无法把香烟叼在嘴里。A1单膝跪下，一边探索一边插入标志，然后移到20米外的雪山上。在他身后的雪地里，一条弧形的轨道被拉了出来，靠近雪脊的边缘。雪脊后面是一个陡坡，坡下是一块平坦的空地。我随意看了看，惊呆了。浓密的潜伏者静静地躺在雪地里，白色的斗篷与雪融为一体，几乎没有任何瑕疵。A1和另一方的指挥官交换了简单的手语，并相互警告说雷区非常危险！	j1	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2996_0081_A_1092	他从很近的距离看到J1的汗水滴落在手背上，裤腿忍不住发抖。	j1	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2996_0079_A_1074	天气很冷，但他的脸上满是汗水，他的身体在设备的重压下轻轻摇晃。A1用金属探针仔细探测可疑地点，绕过两名士兵，接近J1。	j1	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2996_0079_A_1075	J1（颤抖的嘴唇）：老顾。。。先开前面的路。。。别管我	j1	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
2996_0083_A_1100	A1清洁了J1英尺。他手里拿着刺刀，聚精会神地想。没有人能预测他下一步要做什么。J1濒临崩溃，完全听天由命。	j1	0,0,0,0,3,2	[0, 0, 0, 0, 3, 2]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]
2996_0083_A_1101	J1：老顾。。。让他们卸下设备。。。别管我	j1	0,0,0,0,3,2	[0, 0, 0, 0, 3, 2]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]
2996_0083_A_1115	我会做的。枪托一压，他就用脚踩在枪身上，把重心移到那只脚上。他的脸终于可以抬起来了。他看到一张脸因恐惧和激动而颤抖。	j1	0,3,0,0,3,0	[0, 3, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
32504_0068_A_1135	K2看到了，跪在Y2面前：你好，老板	k2	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
32504_0079_A_1277	L2和I1在电梯里。L2感到紧张，他的心快要跳出来了，但他不敢做任何动作。他只是看着电梯地板快速下降。I1在一方面非常严重，没有任何表情	l2	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
32504_0084_A_1292	C1到K2。此时，K2的栏杆断裂并掉落。C1恐高，看到K2摔倒，腿软了。他想拉K2	c1	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
32504_0084_A_1293	K2以为他倒下时已经死了。他尖叫着，发现自己掉进了建筑电梯里。他高兴地启动了机器，对C1说：再见	k2	0,3,0,0,3,0	[0, 3, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
32504_0113_A_1671	K2看着前面的N2，朝他喊道。K2非常紧张。L2问：我该怎么办	k2	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
32505_0108_A_917	Z2疯狂地跑过来为他哥哥止血。情况危急。	z2	0,0,0,0,3,2	[0, 0, 0, 0, 3, 2]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]
32505_0117_A_975	F3：我没有骗你！我只知道这些！让我走！	f3	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
32505_0119_A_988	N3被关在一间小屋里。毒品贩子蒙住他们的眼睛，不顾他们的辩解，冷血地向他们开枪。	n3	0,0,0,0,3,3	[0, 0, 0, 0, 3, 3]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
32505_0132_A_1054	C1把枪对着V2的下巴，这是她女朋友喝子弹的地方。	v2	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
32505_0132_A_1052	V2慌张：C1，你不能杀我！即使我死了，你女朋友也活不了！你让我走！	v2	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
32505_0150_A_1219	T2：宋兄！你不能杀了我！	t2	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
32505_0150_A_1221	R2看到G1在视线中没有做任何动作。他知道这很糟糕。为了不让T2死亡，他先射击G1。	t2	0,0,0,0,3,0	[0, 0, 0, 0, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
