id	content	character	emotions	labels	label24
2388_0102_A_636	M2：谢谢。也许你不明白。我想最近发生的事情可能是上帝想给我一个重新开始的机会。你女儿还在家等你。如果我能在其他时间和空间见面，我会好好照顾她	m2	2,0,0,0,0,1	[2, 0, 0, 0, 0, 1]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
2721_0009_A_37	G2一直盯着I2的后背。当I2接手这顿饭时，G2微微低下头，不敢看她一眼。	g2	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0052_A_641	M2：拿去吧。我们为什么有礼貌？我改天来看你！	m2	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0057_A_686	M2：过一会儿，我带你出去吃饭。	m2	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0003_A_37	D3：我会的。	d3	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0016_A_210	T2：生日快乐，女孩！	t2	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0016_A_211	M2调整你的情绪：谢谢你，妈妈。新房子完工了吗？	m2	2,0,0,0,0,1	[2, 0, 0, 0, 0, 1]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
2930_0016_A_214	女2：（抓起电话）我说女孩，快30了！回来工作吧。我让文化宫的李大叔给你找一个对应的	w2	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0038_A_497	M2微微睁开眼睛：欧巴。。。我还有一个。。。一个愿望。我希望梁敏俊锡能见到我。	m2	2,0,0,0,0,2	[2, 0, 0, 0, 0, 2]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
2930_0038_A_499	M2闭上眼睛，撅起嘴来。梁振英愣住了。他闭上眼睛，狠狠地吻了他一下。	m2	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0039_A_502	M2抱住枕头，沉浸在一个美丽的吻中。当他睁开眼睛时，他发现O2、Liang N2、S2和其他N2人在看着他。M2立刻挺直身子，看着枕头上湿漉漉的一块唾液。O2手里的塑料袋啪的一声掉在地上，水果滚了一地。	m2	2,2,2,0,0,0	[2, 2, 2, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0040_A_512	M2：爱甚至不需要分性别。它可以分为什么时间和地点。记住，作为一个女人，你应该永远保持你的外表和你的心情一样美丽，这样即使你出去被车撞了，人们也会先救你的美丽。（摇了摇胸脯）算了吧，那没用！	m2	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0041_A_516	M2靠在V2平台上，假装打电话，不时地竖起头发。过路人可能只看到了欢乐，没有看到性，但M2参与其中。梁先生一边走过去，一边从远处看病历，然后直接转身走进了办公室。他仍然不喜欢M2的表演。	m2	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0043_A_535	这两个人挤在一起。M2的业务线暴露出来了。梁先生既不往下看，也不往上看。安静是令人尴尬的。M2羞涩地看了梁N2一眼，咽下了口水。	m2	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0043_A_538	M2：嗯，你觉得这香味怎么样？	m2	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0043_A_540	M2：不，我只是。。。嘿，你觉得。。。我的睫毛画得多好？	m2	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0043_A_541	M2眨了眨眼，两人都盯着看。	m2	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0044_A_568	他们一离开，就在拐角处迎面遇到了那三个人。M2勇敢地捍卫了横梁。	m2	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0045_A_577	S2拉扯N1的白发：N1，我不想长大，所以你不会变老。	s2	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0045_A_579	N1：傻瓜，N1会变魔术。当你长大后，N1会和你一样年轻。	n1	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0045_A_581	N1：嗯，当你睡着的时候，N1会变魔术。你明天可以出院，好吗？	n1	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0045_A_583	是的！	n1	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0047_A_617	S2n1回来了：走吧，好孩子！	n1	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0049_A_671	梁N2还没说完，O2突然站起来，从梁N2的口袋里掏出钥匙。在梁N2反应之前，P2迅速按下梁N2。	o2	2,0,0,0,1,0	[2, 0, 0, 0, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
2930_0063_A_811	我记得那是一个黄色的包，上面有一个小个子男人。。。小女孩喜欢吃的那种。	w2	2,0,0,0,0,2	[2, 0, 0, 0, 0, 2]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
2930_0062_A_807	T2：让我们先说，我们应该在家里哭，在女儿面前开心。我们不是也说治疗的情绪也很重要吗？	t2	2,0,0,0,0,2	[2, 0, 0, 0, 0, 2]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
2930_0062_A_808	女2：嗯。。。我要去购物。先跟她走	w2	2,0,0,0,0,2	[2, 0, 0, 0, 0, 2]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
2930_0063_A_813	W2盯着一大排五颜六色的薯片，把所有黄色包装的薯片都挑出来，放进篮子里。	w2	2,0,0,0,0,2	[2, 0, 0, 0, 0, 2]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
2930_0064_A_816	T2向M2倒水：没关系，没关系。当你吃得不好，穿得不多的时候，为了美丽你必须穿得少一些。此外，如果你晚上不睡觉，早上不起床，你可以不吃不喝地画画十个多小时。你能康复吗？嘿，你嘴上是什么？	t2	2,0,0,0,0,2	[2, 0, 0, 0, 0, 2]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
2930_0064_A_820	T2：我告诉过你多少次你父亲有糖尿病病史？这些甜食不吃是不能吃的。他们不听话！也许你病了--	t2	2,0,0,0,0,2	[2, 0, 0, 0, 0, 2]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
2930_0064_A_821	M2风骚：妈妈，人们都是这样的。他们知道这是错误的。。。仅仅停止吃是不够的	m2	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0064_A_822	T2：你可以改正错误，然后再犯错。当你康复后，你可以回你的家乡工作。	t2	2,0,0,0,0,2	[2, 0, 0, 0, 0, 2]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
2930_0064_A_824	T2：情况如何？我毕业已经好几年了。我的日子还是不好过。如果你不回去，你父亲和我会卖掉房子，和你一起住。	t2	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0064_A_826	T2：你病得很厉害，你爸爸和我都快疯了！不，我不能再听你的了！	t2	2,0,0,1,0,0	[2, 0, 0, 1, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0076_A_930	镜子中的O2、Q2和P2包围了她，他们都剃了光头，微笑着看着M2。	m2	2,0,2,0,0,0	[2, 0, 2, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0112_A_1202	当电梯门即将关闭时，梁娜犹豫了一下，微笑着向她挥手，转身走开了。M2突然停下了门，O2和P2看着她。她抑制住了冲出去的冲动，不能大声喊叫。有几个人突然涌进电梯，把她挤在后面。她看到电梯门关上的那一刻，便回头看着她。她疯了。	n2	2,0,0,0,0,2	[2, 0, 0, 0, 0, 2]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
2930_0114_A_1217	M2：我和你们的员工Q2住在同一个屋檐下，但今年我至少有三个月没见到她了，因为她回家时我睡着了，我醒来时她已经走了！不要谈论恋爱、结婚和生孩子。即使他母亲生病了，她也必须选择一天。明天她将出国工作。你今晚还让她加班吗？你的狗狗日公司是他妈的人类！每天你都用绝望的萨布鲁的狗屎愚弄人们。你的生活就是他妈的。即使你战斗，你也不会和无耻的混蛋x2战斗！你不配！	m2	2,0,0,3,0,0	[2, 0, 0, 3, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0117_A_1250	M2回忆起她成长的记忆，当她还是个孩子的时候打开铁盒子，T2在厨房里盯着她。	t2	2,0,0,0,0,1	[2, 0, 0, 0, 0, 1]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
2930_0118_A_1261	M2看到客厅布置得很仔细，中间挂着M2的漫画。正是这幅漫画向肿瘤怪物迈出了一大步。桌子上有一桌盘子。	m2	2,1,0,0,0,0	[2, 1, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0118_A_1262	M2有点感动。他拥抱R2、O2和P2。看到这一幕，他也走上前拥抱了他们三人。	m2	2,1,0,0,0,0	[2, 1, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0118_A_1263	M2有点感动。他拥抱R2、O2和P2。看到这一幕，他也走上前拥抱了他们三人。	p2	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0118_A_1264	M2有点感动。他拥抱R2、O2和P2。看到这一幕，他也走上前拥抱了他们三人。	o2	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0118_A_1265	M2有点感动。他拥抱R2、O2和P2。看到这一幕，他也走上前拥抱了他们三人。	r2	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0123_A_1274	Q2湿眼睛。	q2	2,0,1,0,0,2	[2, 0, 1, 0, 0, 2]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
2930_0128_A_1307	W2摸光头：好好照顾！那个女孩在哪里？	w2	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0128_A_1308	T2：我去做了检查。你会小心感冒的。出去买顶帽子，以后戴上。	t2	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0129_A_1318	T2：坐下。站了很长时间后，你的膝盖应该会再次被水淹没	t2	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0129_A_1319	W2挥舞着他的大手，示意T2再次坐下。T2坐下来，拿着保温桶。	w2	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0128_A_1313	T2笑着说：自从她上了大学，离家十多年了，我每天都用手指数她什么时候能回来，也就是说，她在家的时候我能睡好几天。每次她离家前两天，我都开始感到不舒服。。。唉，没有比这更糟糕的了	t2	2,0,0,0,0,2	[2, 0, 0, 0, 0, 2]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
2930_0129_A_1316	W2和T2并排站在拥挤的公共汽车上。T2拿着一个保温桶。这时，有人想下车，腾出一个座位。W2上前挡住座位，拉了拉T2的衣服，示意让她坐下。	w2	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0129_A_1320	W2挥舞着他的大手，示意T2再次坐下。T2坐下来，拿着保温桶。	t2	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0130_A_1344	M2：如果。。。如果我是你的女朋友？	m2	2,0,0,0,0,2	[2, 0, 0, 0, 0, 2]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
2930_0130_A_1360	M2松了一口气：我们。。。太晚了。否则，呵呵，你知道的。	m2	2,0,0,0,0,2	[2, 0, 0, 0, 0, 2]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
2930_0130_A_1361	梁笑笑：我知道什么？	n2	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0130_A_1362	M2：你讨厌它。直到我说出来你才明白！	m2	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0130_A_1363	梁：我明白，我明白	n2	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0130_A_1350	梁点点头:嗯	n2	2,0,0,0,0,0	[2, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0132_A_1376	他忍不住哭了。记者迅速回答	o2	2,0,0,0,0,2	[2, 0, 0, 0, 0, 2]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
2930_0134_A_1398	M2抱着妈妈很开心：嗯。。。世界上只有妈妈好。（犹豫了一会儿）妈妈，你知道我的银行卡密码是什么吗？	m2	2,1,0,0,0,2	[2, 1, 0, 0, 0, 2]	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
