id	content	character	emotions	labels	label24
32795_0060_A_900	N1兴奋地站了起来：裁判终于吹响了哨子，9-0，大祥队好了。	n1	0,3,0,0,0,0	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32795_0060_A_901	观众兴奋地欢呼起来。	无角色	0,3,0,0,0,0	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32795_0064_A_994	L2走上楼梯，看到A1时哭了起来。	l2	2,3,0,0,0,0	[2, 3, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32798_0044_A_1776	G1：老何，成功了！	g1	0,3,0,0,0,0	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32798_0044_A_1912	温暖的阳光洒在产房里。年轻的C1将新生的L2抱在怀里。他看上去很高兴，不时地亲吻儿子温柔的脸颊和手。	c1	3,3,0,0,0,0	[3, 3, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32798_0044_A_2057	我们终于成功了。	g1	0,3,0,0,0,0	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32798_0044_A_2059	T2笑了，强壮的W2哭了起来。	w2	0,3,0,0,0,0	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32812_0004_A_62	H2吻了I2，然后大笑起来，在车里上下跳跃。	h2	0,3,0,0,0,0	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32812_0004_A_61	这时，车里的每个人都很安静，但H2兴奋地大叫，其他人则斥责H2神经病。	h2	0,3,3,0,0,0	[0, 3, 3, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32812_0004_A_66	H2在唱歌，其他人看着他，像个疯子一样嘲笑他。	h2	0,3,0,0,0,0	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32812_0026_A_340	G1在看到C1消失后继续大笑：这里说6000万并不夸张。	g1	0,3,0,0,0,0	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32812_0033_A_453	H2高兴地唱了一首歌来收集鱼。	h2	0,3,0,0,0,0	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32812_0034_A_478	M2拿着鱼走开了，K2捂住肚子笑了起来。	k2	0,3,0,0,0,0	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32812_0035_A_498	K2大声喊叫，两人灿烂地笑了。	k2	0,3,0,0,0,0	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32812_0035_A_503	H2点燃蜡烛，在蜡烛前跳舞，使K2大笑。	k2	0,3,0,0,0,0	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32812_0035_A_502	H2点燃蜡烛，在蜡烛前跳舞，使K2大笑。	h2	0,3,0,0,0,0	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32812_0035_A_515	张D1：船长，带我一起去。（突然大笑）我说H2，你为什么这么兴奋？是K2。K2，聪明的女人一旦明白了就会来。	d1	0,3,0,0,0,0	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32812_0036_A_527	C1：改变？还是会变。不，你怎么改？	c1	0,3,0,0,0,0	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32812_0036_A_549	张D1很高兴：老余，安排一下。	d1	0,3,0,0,0,0	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32812_0038_A_577	在那艘破船上，张D1和其他人正在擦干渔网，喝着红酒，笑着。	d1	0,3,0,0,0,0	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32812_0056_A_789	余D1用手机拍下你，看着照片，兴奋地喊道：这是我爸爸和我妈妈。	d1	0,3,3,0,0,0	[0, 3, 3, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32812_0056_A_792	在机舱里，I2正在发电。一个Q2拿着他的手机哭了。门口挤满了排队等着看他的手机的人。	q2	0,3,0,0,0,0	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32812_0056_A_801	M2和一群Q2小声说话，大家一起开心地笑了起来。	m2	0,3,0,0,0,0	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32812_0056_A_802	M2和一群Q2小声说话，大家一起开心地笑了起来。	q2	0,3,0,0,0,0	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32812_0056_A_797	K2非常感动。	k2	3,3,0,0,0,0	[3, 3, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32812_0060_A_849	H2跳下，捡起K2并与他们一起扭动。非常高兴。	h2	3,3,0,0,0,0	[3, 3, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32812_0060_A_850	H2跳下，捡起K2并与他们一起扭动。非常高兴。	k2	3,3,0,0,0,0	[3, 3, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32812_0061_A_867	C1向前走了几步：那不是一艘船吗？你没看见！（眼睛发呆）这真是一条船。它来救我们了。（咆哮）船，我们到了。快来救我们！世界是美好的。世界还在那里。我们得救了。来，一起喊。	c1	0,3,3,0,0,0	[0, 3, 3, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32812_0061_A_865	C1:船？船？	c1	0,3,3,0,0,0	[0, 3, 3, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32812_0061_A_870	C1大声喊叫，但H2和I2没有反应。	c1	0,3,0,0,0,0	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32812_0061_A_873	C1兴奋地跑了回来。H2和I2非常丢失。H2突然把树枝卷起。	c1	0,3,0,0,0,0	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32812_0062_A_888	这时，C1的声音传来：船，有一条船。（直奔船舱狂笑）船，船，有船，有船来接我们，船带我们回家，就在山的后面。（其他人用奇怪的眼睛看着他）上面有灯光和烟火来救我们，（疯狂地喊道）我们可以离开这里，哈哈哈！	c1	0,3,0,0,0,0	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32812_0062_A_889	当你发现其他人没有反应时，试着直接拉他们：走，走，走！	c1	0,3,0,0,0,0	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32812_0062_A_892	C1回来后发现没人动：你在干什么？我不相信。我不相信。（激动地哭着）真的，我真不敢相信船这么大。来接我们。	c1	0,3,0,0,0,0	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32812_0067_A_1004	一群人举起了K2，K2在半空中高兴地笑了。	k2	0,3,0,0,0,0	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32812_0073_A_1156	H2笑着说：他们在哪里？	h2	0,3,0,0,0,0	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32845_0030_A_280	O2覆盖B1的嘴，而另一侧覆盖S2的嘴。O2微笑着，似乎有一种莫名的快乐。	o2	0,3,0,0,0,0	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32845_0030_A_295	O2笑：这是24小时不赚钱的结局。	o2	0,3,0,0,0,0	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
32845_0088_A_735	X2高兴地笑了：他说你的演艺生涯结束了，其他人说你在卖淫，其他人说你卷入了黑社会。	x2	0,3,0,0,0,0	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
