id	emotion
34170_0013_A_109	0,0.024679318070411682,0,0,0.00335673987865448,0.04542746767401695
34170_0013_A_110	0,0.04232971370220184,0.053308241069316864,0,0.010662153363227844,0
34170_0014_A_112	0.1455974131822586,0,0.030845096334815025,0,0.3093961477279663,0
34170_0014_A_113	0.10636092722415924,0.020304810255765915,0.026538601145148277,0,0.017358019948005676,0
34170_0015_A_115	0,0.06601347774267197,0.08892657607793808,0,0.047418370842933655,0
34170_0015_A_116	0,0.05806489288806915,0.012710532173514366,0,0.004509255290031433,0.0010367408394813538
34170_0015_A_117	0.008407171815633774,1.7587251663208008,0,0,0.057241424918174744,0.05290750414133072
34170_0015_A_118	0.002281706780195236,0.06922481954097748,0,0,0,0.1478516161441803
34170_0015_A_119	0,0.2006247490644455,0.044019006192684174,0,0.027049049735069275,0
34170_0015_A_120	0,0,0.030249228700995445,0.03547116741538048,0,0.01905817911028862
34170_0015_A_121	0,0.20647510886192322,0.019053077325224876,0,0,0.030820263549685478
34170_0016_A_123	0,0,0.017663752660155296,0,0,0.002750024199485779
34170_0016_A_124	0.09214101731777191,0.2895183861255646,0.16882361471652985,0.004962023347616196,0,0
34170_0016_A_125	0,0.16413116455078125,0.0028753187507390976,0,0.018190249800682068,0
34170_0016_A_126	0,0,0.016629477962851524,0,0.006835386157035828,0
34170_0016_A_127	0,0.006780363619327545,0.004785677418112755,0,0.03143371641635895,0.011635202914476395
34170_0016_A_128	0.08265502750873566,0.34968918561935425,0.25737181305885315,0,0,0
34170_0016_A_129	0.004891049116849899,0.13007065653800964,0.012000104412436485,0,0.0028736144304275513,0.09268011897802353
34170_0016_A_130	0.0008826665580272675,0.1733192801475525,0.07895839959383011,0,0,0
34170_0016_A_131	0,0.010506171733140945,0.08251176029443741,0.1283247321844101,0,0.023467369377613068
34170_0016_A_132	0.00978110358119011,0.10812483727931976,0.06577277928590775,0,0,0.13993611931800842
34170_0016_A_133	0,0.05147510766983032,0,0,0.08114741742610931,0.03034539520740509
34170_0016_A_134	0.04100419208407402,0.06821177154779434,0,0,0.09550894796848297,0.06170576065778732
34170_0016_A_135	0.06888018548488617,0.019101742655038834,0.04190637916326523,0,0,0.030412547290325165
34170_0016_A_136	0,1.0523722171783447,0,0,0.11144118010997772,0.16085776686668396
34170_0017_A_139	0,0.008449234068393707,0.008172741159796715,0.02654176577925682,0,0
34170_0017_A_140	0,0.01110183447599411,0.04124491661787033,0,0,0
34170_0017_A_141	0,0.14658650755882263,0.02953638695180416,0,0.0007175654172897339,0.11026034504175186
34170_0017_A_142	0,0.013367652893066406,0.0119680967181921,0,0,0
34170_0017_A_143	0,0.04808414727449417,0.07130087167024612,0,0,0
34170_0017_A_144	0,0.0827469751238823,0.08782493323087692,0,0.013557836413383484,0.029342718422412872
34170_0017_A_145	0,0.002230364829301834,0,0.024712111800909042,0,0
34170_0017_A_146	0,0,0.004961108788847923,0,0,0.011000595986843109
34170_0017_A_147	0.2945547103881836,0.0681421160697937,0.07537174969911575,0,0.13947831094264984,0.15047729015350342
34170_0017_A_148	0,0.08421515673398972,0,0.04770706221461296,0.015293583273887634,0.16238468885421753
34170_0017_A_149	0.08447618782520294,0.06501354277133942,0.025353124365210533,0,0,0
34170_0017_A_150	0.05622656270861626,0.020166262984275818,0.022728389129042625,0,0,0
34170_0017_A_151	0.01708848401904106,0.07337556779384613,0.08165765553712845,0.008840557187795639,0,0.5610918998718262
34170_0017_A_152	0.13841994106769562,0.507839024066925,0.06475058943033218,0,0.04979722201824188,0.0024087876081466675
34170_0017_A_153	0.0234609954059124,0.07130692899227142,0,0,0,0
34170_0017_A_154	0,0.058104388415813446,0,0,0,0
34170_0017_A_155	0,0.040278006345033646,0.10088898986577988,0,0,0
34170_0017_A_156	0.08563096821308136,0.28277039527893066,0.012027507647871971,0,0.0034364312887191772,0
34170_0017_A_157	0.15096278488636017,0.00370924174785614,0.019406979903578758,0.059086527675390244,0,0.00500672310590744
34170_0017_A_158	0,0.001404397189617157,0.07967095822095871,0,0,0.05761238560080528
34170_0017_A_159	0,0,0,0,0,0
34170_0017_A_160	0,0,0.002956574782729149,0,0,0
34170_0017_A_161	0,0,0.005000298842787743,0,0,0
34170_0017_A_162	0.01394454762339592,0.05435910075902939,0,0,0,0
34170_0017_A_163	0,0.07995893061161041,0.08992040902376175,0.09249578416347504,0,0.0031808316707611084
34170_0017_A_164	0,0.05112218111753464,0.05347064882516861,0,0.008833572268486023,0.010607186704874039
34170_0017_A_165	0,0.032438382506370544,0.050456441938877106,0.15918466448783875,0,0.08421640843153
34170_0017_A_166	0.16034431755542755,0.17660675942897797,0.11067090183496475,0,0.029934093356132507,0
34170_0017_A_167	0.32427504658699036,2.007561683654785,0,0,0,0.03727177530527115
34170_0017_A_168	0.2644793391227722,0.15617157518863678,0.030037304386496544,0,0.013808205723762512,0
34170_0017_A_169	0.34322527050971985,0.18671205639839172,0.050775013864040375,0.03612365946173668,0.018602654337882996,0
34170_0017_A_173	0,0.02376512810587883,0.0320722833275795,0,0,0.029328927397727966
34170_0017_A_170	0,0,0,0,0.012888029217720032,0.39217105507850647
34170_0017_A_172	0,0.02206607162952423,0.03504464775323868,0,0,0.02394566684961319
34170_0017_A_175	0,0,0,0.015586074441671371,0,0
34170_0017_A_176	0,0,0.008955782279372215,0.01137588545680046,0,0
34170_0017_A_178	0,0.0762656182050705,0.07082339376211166,0,0.010273441672325134,0.014142569154500961
34170_0017_A_179	0,0.08760739117860794,0.16918937861919403,0,0,0
34170_0017_A_181	0.009597133845090866,0.08116251975297928,0.05378071218729019,0,0,0
34170_0017_A_182	0.054976027458906174,0.4370170831680298,0.3575773239135742,0.04366319999098778,0.04122520983219147,0.07608217000961304
34170_0017_A_184	0,0.06200245022773743,0.007271697744727135,0.05845160409808159,0,0
34170_0017_A_185	0,0,0.02721550129354,0,0.03825347125530243,0.012550391256809235
34170_0017_A_187	0.0009236447513103485,0,0.01823275350034237,0.05054914578795433,0.04128234088420868,0.03769313916563988
34170_0017_A_188	0.15118341147899628,0.05750294029712677,0.35913652181625366,0.3767656683921814,0.07808665931224823,0.13935711979866028
34170_0017_A_189	0.012088369578123093,0.22475674748420715,0.09545337408781052,0,0.2536284923553467,0
34170_0017_A_191	0.9610040187835693,0.16595472395420074,0,0,0.04025639593601227,0
34170_0017_A_192	0.4514538049697876,0.060716915875673294,0.02285175584256649,0,0.025822952389717102,0.06020069867372513
34170_0017_A_193	0,0.22377656400203705,0.0868721529841423,0,0,0
34170_0017_A_194	0,0.15389025211334229,0.0090803112834692,0.1624816358089447,0,0.0031708404421806335
34170_0017_A_195	0.7840849757194519,0.2882922291755676,0,0,0,0
34170_0017_A_196	1.0860282182693481,0.222276508808136,0,0,0,0
34170_0017_A_198	0.10266326367855072,0.03371062129735947,0.011336853727698326,0.006601329892873764,0,0.05021550506353378
34170_0017_A_199	0.11197860538959503,0.028973422944545746,0.01661819778382778,0,0,0.060450777411460876
34170_0017_A_200	0,0,0,0,0,0
34170_0019_A_207	0,0,0,0,0.03004153072834015,0
34170_0019_A_208	0,0,0.060318656265735626,0,0.020607605576515198,0
34170_0019_A_209	0,0.20184126496315002,0.043765388429164886,0,0.002642497420310974,0
34170_0019_A_210	0,0,0.07173415273427963,0.021083470433950424,0,0.042663250118494034
34170_0019_A_217	0,0,0.004944941028952599,0,0,0
34170_0019_A_219	0.03712074086070061,0.39879733324050903,0,0,0,0
34170_0019_A_225	0,0.008256711065769196,0.041149236261844635,0.01614266261458397,0,0.10708465427160263
34170_0019_A_226	0.16206888854503632,0.12510830163955688,0.06324086338281631,0,0,0
34170_0019_A_231	0,0.021428197622299194,0.043665267527103424,0.016010280698537827,0,0
34170_0020_A_238	0,0.06553445011377335,0,0,0,0
34170_0020_A_239	0,0.059343770146369934,0,0,0,0
34170_0020_A_240	0.08158479630947113,0.06681692600250244,0.1292930394411087,0.03413000330328941,0,0
34170_0020_A_241	0,0,0.05052422732114792,0.05186698958277702,0.0008920282125473022,0.1053546890616417
34170_0020_A_242	0,0,0.037285782396793365,0.13548986613750458,0.07333414256572723,0.10253677517175674
34170_0020_A_243	0.01839233562350273,0,0,0.9315089583396912,0.13833053410053253,0.12579458951950073
34170_0020_A_246	0.22727333009243011,0.03702695295214653,0.07394876331090927,7.859990000724792e-05,0.09751398861408234,0.0973903089761734
34170_0020_A_247	0.26240837574005127,0.7233780026435852,0.16050869226455688,0,0,0
34170_0020_A_251	0.00826568529009819,0,0,0,0.023737773299217224,0.006956417113542557
34170_0020_A_252	0.0345890037715435,0,0.013466468080878258,0,0.025941655039787292,0
34170_0021_A_255	0,0.03035370260477066,0,0.015813317149877548,0.220509335398674,0.05679252743721008
34170_0021_A_257	0,0,0,0.007218461483716965,0.021655365824699402,0
34170_0021_A_259	0,0,0.48208966851234436,0.11870883405208588,0.4753182530403137,0
34170_0021_A_261	0.24710343778133392,0.28104934096336365,0.11001130193471909,0,0,0.13768945634365082
34170_0021_A_262	0,0,0.016474386677145958,0,0.12530235946178436,0.06301049888134003
34170_0022_A_265	0.010530542582273483,0,0,0.0028700046241283417,0,0
34170_0022_A_266	0.010527145117521286,0,0,0,0.10048530995845795,0
34170_0022_A_267	0.0155227892100811,0,0,0,0.12048862874507904,0.000918954610824585
34170_0022_A_268	0,0,0,0,0,0.04887688159942627
34170_0022_A_269	0,0,0.020508384332060814,0,0.04345668852329254,0.006517134606838226
34170_0022_A_270	0,0,0.021865596994757652,0.046022843569517136,0.030234798789024353,0.010848648846149445
34170_0022_A_271	0.22213993966579437,0.342523455619812,0.08797254413366318,0,0.008909985423088074,0
34170_0022_A_272	0,1.0221760272979736,0,0,0.09631924331188202,0
34170_0022_A_273	0,0,0.025329699739813805,0.011118274182081223,0,0
34170_0022_A_276	0,0,0.02565065585076809,0.0062007419764995575,0,0.013103775680065155
34170_0022_A_279	0,0,0.04174048453569412,0.01845317706465721,0.18732264637947083,0
34170_0022_A_280	0,0,0.011243095621466637,0.007994960993528366,0.00664655864238739,0
34170_0022_A_281	0.02037833258509636,0,0,0.025559302419424057,0.01005534827709198,0
34170_0022_A_282	0,0,0.01566552184522152,0,0.10556299984455109,0.02102358639240265
34170_0022_A_283	0,0,0.027227124199271202,0,0.08814550936222076,0.026231244206428528
34170_0022_A_284	0.028372537344694138,0.08850286900997162,0,0,0.01984591782093048,0.08271414041519165
34170_0022_A_285	0,0,0.031045814976096153,0.02916410192847252,0.05017174780368805,0
34170_0022_A_286	0.028372537344694138,0.08850286900997162,0,0,0.01984591782093048,0.08271414041519165
34170_0022_A_287	0,0,0.009436896070837975,0,0.17501172423362732,0
34170_0022_A_288	0.05357317253947258,0.23874403536319733,0.05482252687215805,0,0.06315992772579193,0
34170_0022_A_291	0,0,0,0.04074981436133385,0,0
34170_0022_A_292	0,0,0,0.055160995572805405,0.004903778433799744,0
34170_0022_A_293	0,0,0,0.05137595161795616,0.009321674704551697,0.009699665009975433
34170_0022_A_302	0,0,0.030247559770941734,0.013837616890668869,0.10001073777675629,0.012955736368894577
34170_0022_A_295	0,0.012452170252799988,0,0.03653397783637047,0.031075283885002136,0.06383199989795685
34170_0022_A_298	0,0,0.0040143933147192,0,0.21935638785362244,0
34170_0022_A_299	0.009521733969449997,0,0,0.024446915835142136,0.2383507341146469,0.019243627786636353
34170_0022_A_300	0,0,0.03695189207792282,0.008621927350759506,0.19996801018714905,0
34170_0022_A_301	0.017922740429639816,0.09151774644851685,0.005117377266287804,0,0.004496410489082336,0
34170_0022_A_303	0.047491710633039474,0.19873781502246857,0.03742801398038864,0,0.06876842677593231,0
34170_0022_A_304	0,0.0334269255399704,0,0.024804022163152695,0.060994282364845276,0.013625465333461761
34170_0022_A_305	0,0,0.014592668041586876,0.040815260261297226,0.10234726965427399,0.06661811470985413
34170_0022_A_308	0,0,0,0.035064395517110825,0,0.018575549125671387
34170_0022_A_309	0,0,0.09750715643167496,0.052903320640325546,0.05248315632343292,0.07609698921442032
34170_0022_A_310	0,0,0,0.06288787722587585,0,0
34170_0022_A_311	0,0.08125129342079163,0.015445491299033165,0.01139199361205101,0.018749788403511047,0.04217351973056793
34170_0022_A_312	0.022566866129636765,0.06695083528757095,0.05772789567708969,0,0.029658183455467224,0
34170_0022_A_315	0,0,0,0,0,0.08057060092687607
34170_0022_A_316	0,0,0.017245447263121605,0.06922848522663116,0,0
34170_0022_A_319	0.05357317253947258,0.23874403536319733,0.05482252687215805,0,0.06315992772579193,0
34170_0022_A_322	0,0,0,0,0,0.003934195265173912
34170_0022_A_323	0,0.010393552482128143,0.006793489679694176,0,0.002391919493675232,0.028060156852006912
34170_0022_A_324	0.30551877617836,1.5537192821502686,0,0,0,0
34170_0022_A_327	0,0.017500832676887512,0,0.008182641118764877,0.058944061398506165,0.06305024772882462
34170_0022_A_328	0,0.054032787680625916,0.02551448903977871,0,0.0036948472261428833,0
34170_0022_A_329	0,0,0.09750715643167496,0.052903320640325546,0.05248315632343292,0.07609698921442032
34170_0022_A_330	0.06111181899905205,0.030347496271133423,0.010436495766043663,0,0.006958618760108948,0.038972578942775726
34170_0022_A_331	0.059381406754255295,0.07949408143758774,0.010195454582571983,0,0.00976814329624176,0
34170_0022_A_334	0,0,0,0,0.19421689212322235,0
34170_0022_A_335	0,0.010124891996383667,0.0115960743278265,0.09128075838088989,0.11824057996273041,0.044705137610435486
34170_0022_A_336	0,0,0.0005249883979558945,0,0.007615759968757629,0.008998692035675049
34170_0022_A_339	0,0,0,0.013134937733411789,0.030583485960960388,0.06117207556962967
34170_0022_A_340	0,0,0,0.04584087058901787,0.045428916811943054,0.04917418211698532
34170_0022_A_341	0,0,0.041576825082302094,0,0.1467548906803131,0
34170_0022_A_342	0,0,0.044305913150310516,0,0.17247524857521057,0.0025440864264965057
34170_0022_A_343	0,0,0.04731694608926773,0.05367014929652214,0,0.05573097616434097
34170_0022_A_344	0,0.002667546272277832,0,0.05904709920287132,0.17854635417461395,0.06420744955539703
34170_0022_A_345	0.00586928054690361,0.007077433168888092,0,0.1535434126853943,0.1639266312122345,0.013666942715644836
34170_0023_A_347	0,0,0.04582088440656662,0.026083942502737045,0,0.058435939252376556
34170_0023_A_351	0,0,0,0.009653832763433456,0,0
34170_0025_A_355	0,0,0.008362909778952599,0.034308549016714096,0.012570634484291077,0.00028023868799209595
34170_0025_A_356	0,0,0.004641657695174217,0.029696103185415268,0.01389138400554657,0
34170_0025_A_357	0,0,0.007924666628241539,0.04280635342001915,0.006738647818565369,0
34170_0025_A_358	0.044365864247083664,0,0.03253497928380966,0,0.24982281029224396,0.05659046769142151
34170_0025_A_359	0.011377554386854172,0,0.060456566512584686,0,0,0.038418032228946686
34170_0025_A_360	0.06593938171863556,0.028526470065116882,0,0.057240452617406845,0.11402370035648346,0.03793862462043762
34170_0025_A_361	0.03767548128962517,0,0,0.04891059920191765,0.08433006703853607,0.061660606414079666
34170_0025_A_362	0,1.7951223850250244,0.026300853118300438,0,0.02119375765323639,0.022359438240528107
34170_0025_A_363	0.8571816086769104,0.07152016460895538,0.031161611899733543,0.1222878247499466,0.02925829589366913,0
34170_0025_A_364	0,0.0697847530245781,0,0.1078963577747345,0.04201240837574005,0.3092119097709656
34170_0025_A_365	0,0.04155420511960983,0,0.11159271001815796,0,0.1268366575241089
34170_0026_A_367	0,0,0,0.015692319720983505,0.07817898690700531,0
34170_0027_A_369	0,0.04446408152580261,0,0.11219291388988495,0.011379554867744446,0.0837554857134819
34170_0027_A_370	0.15863579511642456,1.1421895027160645,0,0,0.09683443605899811,0.6236814260482788
34170_0027_A_371	0,0.05599129945039749,0.0021912958472967148,0,0.07454189658164978,0.16992723941802979
34170_0027_A_372	0,0.04203100502490997,0.012788092717528343,0,0.06629981100559235,0.2104955017566681
34170_0027_A_373	0,0,0.05231798440217972,0,0.0629907101392746,0.13314183056354523
34170_0027_A_374	0,0.012536346912384033,0.08296722918748856,0.046910833567380905,0.04850505292415619,0.3340429365634918
34170_0028_A_376	0.05185447260737419,0,0.010779103264212608,0,0.051540449261665344,0
34170_0028_A_377	0.05307404324412346,0,0.008573895320296288,0,0.05440549552440643,0
34170_0028_A_378	0.05714596435427666,0,0.008601149544119835,0,0.05015198886394501,0
34170_0028_A_379	0,0.046175554394721985,0.035826317965984344,0.05202869698405266,0,0
34170_0028_A_380	0,0.04866470396518707,0.02110760472714901,0.23771998286247253,0.08424587547779083,0.06692276149988174
34170_0028_A_381	0,0.04569905996322632,0.03131357580423355,0.26343199610710144,0.0701441615819931,0.07526207715272903
34170_0028_A_382	0,0.0517248660326004,0.016557177528738976,0.25577259063720703,0.08253683149814606,0.08220542222261429
34170_0028_A_383	0.1100144237279892,0.4341807961463928,0,0,0,0
34170_0028_A_384	0.12112465500831604,2.1794652938842773,0,0,0.051695406436920166,0
34170_0028_A_385	0,0.14867933094501495,0.01628454588353634,0,0.028834089636802673,0
34170_0028_A_386	0.016916494816541672,0.2697908878326416,0.026861002668738365,0,0.027911081910133362,0
34170_0028_A_387	0.06058543547987938,2.2301130294799805,0,0,0.076851025223732,0
34170_0028_A_388	0,0.011784739792346954,0,0.061748068779706955,0.06757085025310516,0.005386941134929657
34170_0028_A_389	0,0.023652561008930206,0.02368890307843685,0.060808535665273666,0.14113721251487732,0.1465236097574234
34170_0029_A_396	0.14595551788806915,0.10542222857475281,0,0.004233445972204208,0.22481684386730194,0.1336897611618042
34170_0029_A_400	0,0.013626724481582642,0.009608438238501549,0,0.012302860617637634,0.03743165358901024
34170_0029_A_401	0,0.06371196359395981,0.01780964992940426,0,0,0
34170_0029_A_404	0,0.07354830205440521,0.05612381547689438,0,0,0.007497671991586685
34170_0029_A_405	0,0.13804346323013306,0.03855185955762863,0,0,0.003171376883983612
34170_0029_A_407	0.01636473461985588,1.959765911102295,0.008222198113799095,0,0.001816287636756897,0
34170_0029_A_408	0,0.0725904107093811,0,0,0,0
34170_0029_A_412	0,0,0,0,0,0
34170_0029_A_413	0,0,0.002012288197875023,0,0.01666046679019928,0.08787854760885239
34170_0029_A_414	0,0,0.003962447866797447,0.015005301684141159,0.013777688145637512,0.02320944145321846
34170_0029_A_422	0.6078635454177856,0.0069870054721832275,0,0,0.09483559429645538,0.9114934802055359
34170_0029_A_423	0,0.010270286351442337,0.0789649710059166,0,0.001205727458000183,0.10091277956962585
34170_0029_A_426	0,0.004468590021133423,0.04604306071996689,0,0.06171019375324249,0.03472553938627243
34170_0029_A_427	0,0,0,0.007061075419187546,0.06565798819065094,0.05115145817399025
34170_0029_A_428	0.07024617493152618,0,0,0,0.042474761605262756,0
34170_0029_A_429	0.016010891646146774,0.008377023041248322,0.005528738722205162,0,0.06754578649997711,0.04200464114546776
34170_0029_A_431	0.023056279867887497,0.0228891521692276,0,0.12269826233386993,0.2863588333129883,0
34170_0029_A_432	0.00600014254450798,0.002239905297756195,0,0.1016342043876648,0.2438628226518631,0.009486094117164612
34170_0029_A_436	0,0,0,0.10825937986373901,0.08516107499599457,0.03688321262598038
34170_0029_A_440	0,0.023344792425632477,0.03795211762189865,0.009223949164152145,0,0.041152969002723694
34170_0029_A_443	0,0,0,0.022291745990514755,0.03973527252674103,0.04627998545765877
34170_0029_A_444	0,0,0.022072112187743187,0.06202360615134239,0.010632738471031189,0.06508705765008926
34170_0029_A_445	0,0.04466093331575394,0,0.10459929704666138,0.09099449217319489,0.013997726142406464
34170_0029_A_446	0,0.0022392868995666504,0.03784554451704025,0.04119081422686577,0,0.04603821784257889
34170_0029_A_447	0,0,0,0.04641864821314812,0.2618822455406189,0
34170_0029_A_450	0.002920340746641159,0.002223476767539978,0,0.019841473549604416,0.10427920520305634,0
34170_0030_A_457	0.15457545220851898,0.024322926998138428,0,0,0.25731998682022095,0.09329452365636826
34170_0030_A_458	0.15500865876674652,0.022350817918777466,0,0,0.2406349629163742,0.08840043842792511
34170_0030_A_459	0.15815062820911407,0.029628373682498932,0,0,0.23920924961566925,0.0912245437502861
34170_0030_A_467	0,0,0,0,0.03830157220363617,0.04640893265604973
34170_0030_A_479	0,0.002622753381729126,0.04411538690328598,0,0.10125404596328735,0.0003296509385108948
34170_0030_A_480	0.016448479145765305,0,0.013268550857901573,0.053016599267721176,0.1170935183763504,0.0465451143682003
34170_0030_A_481	0,0,0.007737940177321434,0.03642122074961662,0.05015234649181366,0.00018884986639022827
34170_0033_A_496	0,0,0.003397395834326744,0.12758369743824005,0.11013475060462952,0
34170_0033_A_497	0.012667875736951828,0,0,0.03773896023631096,0.2179630547761917,0
34170_0033_A_498	0.03187934681773186,0,0.02277441881597042,0.11653393507003784,0.24509890377521515,0.09001474827528
34170_0033_A_499	0.09605588018894196,0.02333730459213257,0,0,0.1597076952457428,0.06166834011673927
34170_0033_A_500	0.05299852415919304,0,0.013190215453505516,0.12448433041572571,0.1566503942012787,0.008838899433612823
34170_0033_A_502	0,0,0.02810581587255001,0.11260801553726196,0.16610091924667358,0.023402385413646698
34170_0033_A_503	0.06688524782657623,0,0.05201738327741623,0.07559747993946075,0.31995028257369995,0.03098899871110916
34170_0033_A_504	0.03746257349848747,0,0.04081568866968155,0,0.2071603387594223,0.01989036798477173
34170_0033_A_505	0,0,1.1771528720855713,0,0.014067307114601135,0.09530461579561234
34170_0033_A_506	0.2066686600446701,0,0,0.006310354918241501,0.49788278341293335,0
34170_0033_A_508	0.009018491953611374,0,0,0.06026555225253105,0.20990395545959473,0.34411177039146423
34170_0033_A_509	0.10859622061252594,0,0.03690134733915329,0,0.058989837765693665,0
34170_0033_A_510	0.01705102249979973,0.13146190345287323,0.01613718830049038,0.03954414650797844,0.03955306112766266,0
34170_0033_A_511	0.04712940379977226,0.1459631621837616,0,0,0.04865504801273346,0.01493229903280735
34170_0034_A_514	0.00946841761469841,0,0.040533073246479034,0,0.12725083529949188,0.038364049047231674
34170_0035_A_516	0.16600672900676727,0,0,0,0.24717848002910614,0
34170_0035_A_517	0.1582878679037094,0,0,0,0.20398153364658356,0
34170_0035_A_518	0.1721063107252121,0,0,0,0.2489570528268814,0
34170_0035_A_519	0,0,0.02198234759271145,0,0.08176212012767792,0.04210565984249115
34170_0035_A_520	0,0.019610531628131866,0.01815316639840603,0,0.053145989775657654,0.03616371005773544
