id	emotion
34170_0005_A_32	0.0770798921585083,0.10478366911411285,0.02683769352734089,0.038917191326618195,0.08697278797626495,0.1403634250164032
34170_0007_A_42	0.09954193234443665,0.01845007762312889,0.0342230498790741,-0.019954955205321312,0.08290223777294159,0.2615407109260559
34170_0007_A_43	-0.002658810466527939,0.008711598813533783,0.007186682894825935,-0.01953037641942501,0.07851187884807587,0.030054612085223198
34170_0007_A_44	-0.08246313035488129,0.08425938338041306,0.1328379213809967,0.0717238113284111,0.12425877153873444,2.339057683944702
34170_0007_A_45	0.1118471622467041,0.1694757491350174,0.10619363188743591,-0.03386353701353073,0.02311749756336212,0.09290307760238647
34170_0007_A_46	0.09075799584388733,1.664976954460144,0.17530427873134613,0.0026565436273813248,-0.00021223723888397217,0.18140016496181488
34170_0007_A_47	0.03672296181321144,0.036702752113342285,0.02232016809284687,0.05531298369169235,0.06863744556903839,0.16800491511821747
34170_0008_A_49	0.05323130264878273,0.05442720651626587,0.01446707732975483,-0.040254734456539154,0.09823723137378693,0.17068520188331604
34170_0008_A_50	0.027245942503213882,-0.0010187849402427673,0.058239638805389404,-0.08065078407526016,0.0916222482919693,0.20051199197769165
34170_0008_A_51	0.09034141898155212,0.28735485672950745,0.024853305891156197,-0.04517405480146408,0.029735669493675232,0.1984485685825348
34170_0009_A_54	0.05117962136864662,0.009287692606449127,-0.030699072405695915,-0.04350212961435318,0.08614479005336761,0.07426382601261139
34170_0009_A_56	0.03842974081635475,0.04682570695877075,-0.018640337511897087,0.043818019330501556,0.11143742501735687,0.06498301029205322
34170_0009_A_58	0.16708388924598694,-0.016714725643396378,-0.0036869626492261887,-0.05309180170297623,0.11757691204547882,0.06951385736465454
34170_0009_A_59	0.016617242246866226,-0.0015063360333442688,0.07216669619083405,-0.023435434326529503,-0.06448356807231903,0.16415637731552124
34170_0009_A_60	0.036834780126810074,0.07651284337043762,0.034186139702796936,-0.0579938068985939,-0.014580652117729187,0.09402081370353699
34170_0009_A_61	0.025200340896844864,0.1450631320476532,0.08473268151283264,-0.00628109835088253,0.08514447510242462,0.2529781758785248
34170_0009_A_62	-0.015978779643774033,0.06481946259737015,0.02725212462246418,-0.04486001282930374,0.03244008123874664,0.12670059502124786
34170_0009_A_63	0.028032485395669937,0.11149732023477554,0.009468050673604012,-0.035872988402843475,0.030920520424842834,0.04098307341337204
34170_0009_A_64	0.04501912370324135,0.09980756789445877,0.12592671811580658,0.06782188266515732,0.0837860256433487,0.40103840827941895
34170_0010_A_66	0.06750816106796265,0.023085258901119232,-0.010022712871432304,-0.03248833864927292,0.049717918038368225,0.053234852850437164
34170_0010_A_67	0.04634535685181618,-0.0627150684595108,0.011103110387921333,-0.012501901015639305,0.04305197298526764,0.08958408236503601
34170_0011_A_71	0.09776955842971802,0.01815713196992874,-0.03348623216152191,0.016782471910119057,0.3068109154701233,0.010472623631358147
34170_0011_A_74	0.07432636618614197,0.008682429790496826,-0.0020954739302396774,-0.008385589346289635,0.08215929567813873,0.11531777679920197
34170_0011_A_76	0.09101834893226624,-0.03305034339427948,0.015071200206875801,0.12509311735630035,0.1709471493959427,0.07771387696266174
34170_0011_A_78	0.24113571643829346,0.047852784395217896,0.005889059975743294,-0.021332820877432823,0.02644886076450348,0.13416245579719543
34170_0011_A_80	0.13724470138549805,0.050778187811374664,0.04219600558280945,-0.06976575404405594,0.045502230525016785,0.3026103973388672
34170_0011_A_81	0.033083830028772354,0.13343015313148499,0.07673339545726776,-0.035144828259944916,0.023514077067375183,0.08045965433120728
34170_0012_A_83	0.016130480915308,-0.06062278896570206,-0.029514146968722343,0.0006942395120859146,0.09330634772777557,0.0758514329791069
34170_0012_A_84	0.021439556032419205,-0.017544731497764587,0.0013645458966493607,-0.040325380861759186,0.052600130438804626,0.027837282046675682
34170_0012_A_85	-0.013408001512289047,-0.01069667935371399,0.017382295802235603,-0.03490506857633591,0.1002914160490036,0.049790769815444946
34170_0012_A_86	0.016176316887140274,-0.021939359605312347,0.012287737801671028,-0.024175232276320457,0.048466458916664124,0.044655121862888336
34170_0012_A_87	0.017456267029047012,0.0005785524845123291,0.029571862891316414,-0.019152959808707237,0.07184092700481415,0.060952961444854736
34170_0012_A_88	-0.003443744033575058,-0.03224823623895645,0.009580733254551888,-0.03975341469049454,0.0970873087644577,0.07535629719495773
34170_0012_A_89	-0.005306269973516464,-0.01336362212896347,0.021898256614804268,-0.025602659210562706,0.06744514405727386,0.05409105122089386
34170_0012_A_90	0.04712102189660072,0.08309619873762131,0.04051908850669861,0.05070172995328903,0.039049699902534485,0.04157324135303497
34170_0012_A_92	0.08382999897003174,0.07211378216743469,0.06906333565711975,0.04966602474451065,0.05859838426113129,0.01391058973968029
34170_0012_A_94	0.053518954664468765,0.07209767401218414,0.034529849886894226,0.05955054610967636,0.06366245448589325,0.14945989847183228
34170_0012_A_96	0.03432706370949745,0.15887054800987244,0.06644125282764435,0.02751750685274601,0.060776486992836,0.10224160552024841
34170_0012_A_98	-0.0007217489182949066,0.03936370462179184,0.05089309811592102,0.00543745793402195,0.06356079876422882,0.030015094205737114
34170_0012_A_99	0.0884236991405487,0.026968110352754593,0.010396333411335945,-0.016320860013365746,0.14813043177127838,0.08836670219898224
34170_0012_A_100	0.004874680191278458,0.011643428355455399,0.12090787291526794,0.008839765563607216,0.32190966606140137,0.02600124292075634
34170_0012_A_101	0.06944721937179565,0.0060900673270225525,0.00738421268761158,-0.06961231678724289,0.2727603316307068,0.8468633890151978
34170_0013_A_103	0.013226334005594254,0.0069999657571315765,-0.003018660470843315,-0.07446206361055374,0.12390123307704926,0.14649349451065063
34170_0013_A_104	0.014024470001459122,0.01801726594567299,-0.01210222952067852,-0.04565199464559555,0.11413617432117462,0.08708774298429489
34170_0013_A_105	0.018277529627084732,0.011685281991958618,-0.0015968959778547287,-0.047282494604587555,0.10363008081912994,0.11116670072078705
34170_0013_A_106	0.021717194467782974,-0.03310137987136841,0.0908319354057312,-0.040561772882938385,0.2056530863046646,0.1681264340877533
34170_0013_A_107	0.06699514389038086,0.04669751971960068,0.050636500120162964,-0.03726387768983841,0.08388866484165192,0.1718919724225998
34170_0013_A_108	0.03498104587197304,0.1295752078294754,0.11612461507320404,0.005676204338669777,0.08226652443408966,0.09646262228488922
34170_0013_A_109	0.028973881155252457,0.05312054604291916,0.023868920281529427,0.01462092436850071,0.10342670977115631,0.19898498058319092
34170_0013_A_110	0.0557124949991703,0.04393097013235092,0.05065569281578064,-0.052866943180561066,0.11496944725513458,0.1751047670841217
34170_0014_A_112	0.25340932607650757,-0.01081402599811554,0.025088908150792122,-0.07317280769348145,0.6822569966316223,0.0846913754940033
34170_0014_A_113	0.12431809306144714,0.031062744557857513,0.007668467238545418,0.016260260716080666,0.1259181946516037,0.0246982853859663
34170_0015_A_115	0.08514150977134705,0.05011172220110893,0.12662357091903687,-0.07739641517400742,0.12564696371555328,0.1339719146490097
34170_0015_A_116	0.021117422729730606,0.06295595318078995,0.05344875156879425,-0.06585041433572769,0.10422755777835846,0.2489459216594696
34170_0015_A_117	0.07575829327106476,1.8605756759643555,-0.07218409329652786,-0.005998259410262108,0.09417663514614105,0.15010227262973785
34170_0015_A_118	0.2379138469696045,0.2573966085910797,0.013945447281002998,-0.051923565566539764,-0.03743322193622589,0.587878942489624
34170_0015_A_119	0.07799023389816284,0.31038007140159607,0.03514145314693451,0.012629533186554909,0.022213861346244812,0.22605445981025696
34170_0015_A_120	0.017726842314004898,0.0459025502204895,0.03693072497844696,0.008732939139008522,0.06952445209026337,0.13458910584449768
34170_0015_A_121	0.04499712958931923,0.35596588253974915,0.06461289525032043,-0.049193255603313446,0.07167501747608185,0.23334096372127533
34170_0016_A_123	0.02683422341942787,-0.01718328520655632,0.02996380813419819,-0.006194105371832848,0.03684969246387482,0.10640785098075867
34170_0016_A_124	0.10384437441825867,0.27459099888801575,0.1976519227027893,-0.009506141766905785,-0.01588435471057892,0.028186028823256493
34170_0016_A_125	0.04646569862961769,0.1723002791404724,0.017451124265789986,-0.033738456666469574,0.11339090764522552,0.05036434531211853
34170_0016_A_126	0.044072363525629044,0.03817622363567352,0.048637330532073975,0.005469182506203651,0.12016402184963226,0.1141057163476944
34170_0016_A_127	0.04390538111329079,0.05151993781328201,0.046532198786735535,-0.0013704802840948105,0.11387242376804352,0.15692079067230225
34170_0016_A_128	0.25662854313850403,0.4829948842525482,0.2070865035057068,-0.04493536800146103,-0.029673144221305847,0.008202774450182915
34170_0016_A_129	0.12043166160583496,0.1755298376083374,0.051355987787246704,-0.019879570230841637,0.03073127567768097,0.40557730197906494
34170_0016_A_130	0.05033523216843605,0.13787120580673218,0.08894121646881104,0.04524988681077957,0.10677056014537811,0.004248751327395439
34170_0016_A_131	0.01213524118065834,0.07831907272338867,0.226902037858963,0.3215276896953583,-0.03245989978313446,0.12926019728183746
34170_0016_A_132	0.08984345197677612,0.12922915816307068,0.024523736909031868,0.011937076225876808,0.047075822949409485,0.27204209566116333
34170_0016_A_133	0.1172078549861908,0.0793214961886406,0.03374528884887695,-0.017741715535521507,0.14246849715709686,0.18456462025642395
34170_0016_A_134	0.13464033603668213,0.029724400490522385,0.022546859458088875,0.03191777318716049,0.18332131206989288,0.24737197160720825
34170_0016_A_135	0.1338706910610199,0.038465723395347595,0.0512012243270874,0.04942477494478226,0.020855501294136047,0.16771988570690155
34170_0016_A_136	-0.001354273408651352,1.323487639427185,0.0159632358700037,0.03801345080137253,0.05833263695240021,0.24753637611865997
34170_0017_A_139	0.08025869727134705,0.0067005455493927,0.06863993406295776,0.028073230758309364,0.04145677387714386,0.16361261904239655
34170_0017_A_140	0.02665025368332863,0.03101561963558197,0.03084397502243519,-0.028680210933089256,0.05596210062503815,0.03136729449033737
34170_0017_A_141	-0.0178905688226223,0.19669081270694733,0.07319089770317078,0.013097474351525307,0.0368206650018692,0.6464298963546753
34170_0017_A_142	0.036966387182474136,0.03953319787979126,0.06984719634056091,-0.0028016921132802963,0.0499202162027359,0.2332703322172165
34170_0017_A_143	0.00827542319893837,0.06342405825853348,0.04095785319805145,-0.000718211755156517,0.09655441343784332,0.039099276065826416
34170_0017_A_144	-0.007543828338384628,0.10793060809373856,0.1362621784210205,-0.032252900302410126,0.13604740798473358,0.42510896921157837
34170_0017_A_145	0.04653501883149147,0.03268151730298996,0.04262752830982208,0.034065134823322296,0.03671126067638397,0.18944969773292542
34170_0017_A_146	0.004895124584436417,-0.03045021742582321,0.05407395958900452,-0.03682238608598709,0.04138548672199249,0.21601831912994385
34170_0017_A_147	0.29377925395965576,0.1428804099559784,0.15805581212043762,-0.007107814773917198,0.17612166702747345,0.3798488974571228
34170_0017_A_148	0.09513762593269348,0.1664780229330063,0.0877424031496048,0.06908407062292099,0.03750161826610565,0.46012547612190247
34170_0017_A_149	0.2342965304851532,0.12385469675064087,0.08705204725265503,0.03636796027421951,-0.049492523074150085,0.054241448640823364
34170_0017_A_150	0.1626725196838379,0.06199217215180397,0.0499810129404068,-0.006173720583319664,-0.01971156895160675,0.0901826024055481
34170_0017_A_151	0.014437142759561539,0.10811453312635422,0.16122043132781982,0.038241274654865265,0.17179329693317413,1.067912220954895
34170_0017_A_152	0.20244115591049194,0.6219369173049927,0.10868129134178162,0.08146107941865921,0.10331721603870392,0.20348598062992096
34170_0017_A_153	0.16529220342636108,0.08025207370519638,0.028534473851323128,0.0262486282736063,-0.018316641449928284,0.17862117290496826
34170_0017_A_154	0.07066953182220459,0.07014428824186325,0.078460693359375,-0.03736952692270279,0.010943368077278137,0.33300721645355225
34170_0017_A_155	0.10734719038009644,0.057287126779556274,0.1840575635433197,0.015045041218400002,-0.0001764148473739624,0.084590844810009
34170_0017_A_156	0.199299156665802,0.40709394216537476,0.03505904972553253,-0.0781218484044075,0.03442768752574921,0.22564007341861725
34170_0017_A_157	0.31810814142227173,0.07875936478376389,0.022300245240330696,0.03724076598882675,-0.024979129433631897,0.1959073841571808
34170_0017_A_158	0.0007515586912631989,0.04167530685663223,0.08005690574645996,-0.015331154689192772,0.042502954602241516,0.3164829611778259
34170_0017_A_159	0.013173822313547134,0.049049876630306244,0.029694469645619392,-0.017404934391379356,0.16464315354824066,0.13850697875022888
34170_0017_A_160	0.0043411292135715485,0.04646275192499161,0.008440198376774788,-0.024003108963370323,0.1424899846315384,0.07026316225528717
34170_0017_A_161	0.004919860512018204,0.037367478013038635,0.038191258907318115,-0.025062983855605125,0.14718730747699738,0.10386402159929276
34170_0017_A_162	0.0869280993938446,0.14789724349975586,-0.02273849956691265,-0.06308097392320633,0.04009275138378143,0.3002808690071106
34170_0017_A_163	0.0393502451479435,0.14098557829856873,0.10870753228664398,0.17329654097557068,0.08957473933696747,0.2466200888156891
34170_0017_A_164	0.09223896265029907,0.09789648652076721,0.049565210938453674,0.008334631100296974,0.0916636735200882,0.11472142487764359
34170_0017_A_165	0.0626482367515564,0.07008906453847885,0.04707755148410797,0.14704591035842896,0.08518810570240021,0.35327374935150146
34170_0017_A_166	0.22305673360824585,0.13430482149124146,0.14161092042922974,0.04254845529794693,0.03379179537296295,0.21405887603759766
34170_0017_A_167	0.3792773485183716,2.0070948600769043,-0.05429895222187042,-0.018540194258093834,-0.030394569039344788,0.19467371702194214
34170_0017_A_168	0.06399399042129517,0.09399226307868958,0.08257374167442322,-0.046649716794490814,0.11218072474002838,0.40060141682624817
34170_0017_A_169	0.260333389043808,0.12687933444976807,0.008619429543614388,0.3965510427951813,0.04314763844013214,0.012031322345137596
34170_0017_A_173	0.07556763291358948,0.12613673508167267,0.08367468416690826,-0.022219544276595116,0.07724286615848541,0.2922567129135132
34170_0017_A_170	-0.032914187759160995,0.0005500614643096924,0.04225033521652222,-0.04590664058923721,0.09931199252605438,0.5904687643051147
34170_0017_A_172	0.09802287817001343,0.12350646406412125,0.09335021674633026,0.051042668521404266,0.07973124086856842,0.2816479206085205
34170_0017_A_175	0.0010477937757968903,-0.00436517596244812,0.017575891688466072,-0.01116410456597805,0.05520130693912506,0.03411010652780533
34170_0017_A_176	0.0013828612864017487,0.007729671895503998,0.014122547581791878,-0.030198832973837852,0.08556418120861053,0.05529387295246124
34170_0017_A_178	0.03689143434166908,0.14602521061897278,0.07417222857475281,-0.031490035355091095,0.08755986392498016,0.20712316036224365
34170_0017_A_179	0.08810248970985413,0.22597132623195648,0.21333570778369904,0.00981343723833561,0.04329921305179596,0.10430152714252472
34170_0017_A_181	0.08096560835838318,0.13808277249336243,0.04425394535064697,-0.0012352671474218369,0.020697221159934998,0.0844099223613739
34170_0017_A_182	0.39099669456481934,0.4660407602787018,0.262620747089386,0.15271933376789093,0.22893165051937103,0.2233162224292755
34170_0017_A_184	0.12029221653938293,0.10440240055322647,0.04898601770401001,0.09262203425168991,0.04287649691104889,0.18992114067077637
34170_0017_A_185	0.09084951877593994,-0.023734062910079956,0.05341103672981262,0.11208304017782211,0.15307672321796417,0.14328381419181824
34170_0017_A_187	0.09182295203208923,-0.023816242814064026,0.04405061900615692,0.14349482953548431,0.15828116238117218,0.15710584819316864
34170_0017_A_188	0.10880076885223389,-0.01716291904449463,0.21922999620437622,0.9176819920539856,0.16160614788532257,0.39154550433158875
34170_0017_A_189	0.07329690456390381,0.14297649264335632,0.11018116772174835,0.10531996935606003,0.2892439365386963,0.145968496799469
34170_0017_A_191	1.406867265701294,0.060859035700559616,0.057191044092178345,0.024359608069062233,0.07951827347278595,0.23224161565303802
34170_0017_A_192	0.5179118514060974,0.018175993114709854,0.12628313899040222,-0.07369960099458694,0.05816777050495148,0.3682752251625061
34170_0017_A_193	0.10682567954063416,0.4132237732410431,0.09406521916389465,-0.04694785922765732,0.01088888943195343,0.11063319444656372
34170_0017_A_194	0.05223483219742775,0.19800010323524475,0.020650194957852364,0.4453975260257721,0.02944694459438324,0.11339917033910751
34170_0017_A_195	1.1929969787597656,0.37389013171195984,-0.0020707082003355026,0.06169392913579941,-0.017855390906333923,0.0851689800620079
34170_0017_A_196	0.753105103969574,0.26313257217407227,0.06433609127998352,-0.06689509004354477,-0.020573928952217102,0.314782977104187
34170_0017_A_198	0.19688040018081665,0.07757209986448288,0.04330749809741974,0.008083606138825417,-0.01279379427433014,0.15882611274719238
34170_0017_A_199	0.11815619468688965,0.03863247483968735,0.06275948882102966,-0.05558247119188309,0.011810407042503357,0.21192261576652527
34170_0017_A_200	0.07336574792861938,0.10765908658504486,0.053154826164245605,-0.020061304792761803,0.1050465852022171,0.26543501019477844
34170_0019_A_207	0.021631095558404922,0.001141093671321869,0.03873303532600403,-0.047594018280506134,0.2536799907684326,0.14848993718624115
34170_0019_A_208	0.0810125470161438,0.034299585968256,0.030818434432148933,-0.05141323059797287,0.1961156278848648,0.06088633835315704
34170_0019_A_209	0.08176058530807495,0.2285374104976654,0.011662038043141365,-0.03785013407468796,0.08652995526790619,0.10451903939247131
34170_0019_A_210	0.016933027654886246,-0.023811861872673035,0.04792274534702301,-0.00350070558488369,-0.010335758328437805,0.1348460614681244
34170_0019_A_217	0.057696763426065445,0.07406014949083328,0.017492281273007393,-0.05173169821500778,0.07541273534297943,0.04566562920808792
34170_0019_A_219	0.13406631350517273,0.49031975865364075,-0.028494684025645256,-0.03943943232297897,0.07178138196468353,-0.015547798946499825
34170_0019_A_225	0.03476313129067421,0.007660865783691406,0.06350685656070709,0.004694873467087746,0.05231572687625885,0.18013638257980347
34170_0019_A_226	0.45748624205589294,0.2193615883588791,0.008445562794804573,-0.09351182729005814,-0.01741771399974823,0.06542696058750153
34170_0019_A_231	0.10291296243667603,0.012151621282100677,0.030903564766049385,0.07343389838933945,0.06564114987850189,0.08735989034175873
34170_0020_A_238	0.07810401916503906,0.15534508228302002,0.002463625743985176,-0.04693686217069626,0.024138018488883972,-0.014639468863606453
34170_0020_A_239	0.08215302228927612,0.16491194069385529,-0.006267039105296135,-0.047420255839824677,0.04217953979969025,0.014921663329005241
34170_0020_A_240	0.09446397423744202,0.1160140410065651,0.1662595421075821,-0.0015787985175848007,0.029503896832466125,0.04502655565738678
34170_0020_A_241	0.020023558288812637,0.0729883462190628,0.022737698629498482,0.013564744964241982,0.05483148992061615,0.15959326922893524
34170_0020_A_242	0.034922901540994644,-0.008161671459674835,0.08698387444019318,0.06697896867990494,0.09529013931751251,0.1543961465358734
34170_0020_A_243	0.05317998304963112,0.010808765888214111,0.0381464958190918,0.7140662670135498,0.021372810006141663,0.1549014300107956
34170_0020_A_246	0.30708587169647217,0.13614904880523682,0.08268168568611145,-0.06008736044168472,0.058994486927986145,0.14000318944454193
34170_0020_A_247	0.2707691788673401,0.6287978887557983,0.13398538529872894,-0.057621218264102936,0.031534984707832336,0.03770069777965546
34170_0020_A_251	0.07756727933883667,-0.02853621542453766,0.011636422947049141,-0.04998304694890976,0.04717282950878143,0.10474619269371033
34170_0020_A_252	0.034504298120737076,-0.055391281843185425,0.033366233110427856,-0.08086486905813217,-0.02342037856578827,0.11992187052965164
34170_0021_A_255	0.0329110361635685,0.10441503673791885,0.046256765723228455,-0.01061699353158474,0.24442334473133087,0.17039579153060913
34170_0021_A_257	0.045546118170022964,0.030050240457057953,-0.015004916116595268,-0.03567031770944595,0.1456354409456253,0.13074906170368195
34170_0021_A_259	0.031849030405282974,0.07645517587661743,0.2978369891643524,0.017572442069649696,0.2797456979751587,0.12925919890403748
34170_0021_A_261	0.2472582757472992,0.47263360023498535,0.13144174218177795,0.03083025850355625,0.07158096134662628,0.366608202457428
34170_0021_A_262	0.017381522804498672,0.04312186688184738,0.07299104332923889,0.018588239327073097,0.19478940963745117,0.306215763092041
34170_0022_A_265	0.06514984369277954,0.012699872255325317,-0.03615406155586243,-0.03787434846162796,0.09109733998775482,0.046074576675891876
34170_0022_A_266	0.1210242509841919,0.01548246294260025,0.02072484977543354,-0.04483618587255478,0.21587146818637848,0.12051703035831451
34170_0022_A_267	0.1202879250049591,-0.014952272176742554,0.011901022866368294,-0.04723753780126572,0.18857048451900482,0.11833411455154419
34170_0022_A_268	0.06193972006440163,-0.045468300580978394,0.010245146229863167,-0.037907399237155914,0.047241583466529846,0.057660192251205444
34170_0022_A_269	0.04050884023308754,0.015005867928266525,0.02887025661766529,0.055416978895664215,0.05724875628948212,0.11587157100439072
34170_0022_A_270	0.06045669689774513,0.034851498901844025,0.012295635417103767,0.06699099391698837,0.050230130553245544,0.1267729252576828
34170_0022_A_271	0.23279637098312378,0.39152926206588745,0.05786054581403732,-0.062340475618839264,0.04301358759403229,0.14046771824359894
34170_0022_A_272	-0.01486065611243248,1.6984580755233765,-0.045910097658634186,0.12821704149246216,0.01796780526638031,-0.015317888930439949
34170_0022_A_273	0.04579124227166176,0.038962192833423615,0.006417335942387581,0.011177429929375648,0.10027293860912323,0.0882543995976448
34170_0022_A_276	0.025175634771585464,0.0342881977558136,0.057000771164894104,0.011525491252541542,0.1628076583147049,0.22103402018547058
34170_0022_A_279	0.026894841343164444,0.03161638602614403,0.02424095757305622,0.01319415308535099,0.401200532913208,0.04196259379386902
34170_0022_A_280	0.06063017621636391,0.0010305829346179962,0.00945662148296833,0.028827080503106117,0.048474058508872986,0.03125530481338501
34170_0022_A_281	0.06891214847564697,-0.03413661569356918,-0.017868800088763237,0.01443553902208805,0.058783844113349915,0.03378099203109741
34170_0022_A_282	-0.028471168130636215,-0.0036941692233085632,0.09245112538337708,-0.08591193705797195,0.34739184379577637,0.21182957291603088
34170_0022_A_283	0.04261041060090065,0.007600545883178711,0.023658158257603645,-0.020719876512885094,0.1935238391160965,0.10048966854810715
34170_0022_A_284	0.06715822219848633,0.22597715258598328,0.057434096932411194,-0.06959892064332962,0.01762048900127411,0.3653983473777771
34170_0022_A_285	0.009812984615564346,0.034031763672828674,0.03588363528251648,-0.0316641703248024,0.21849475800991058,0.07792344689369202
34170_0022_A_286	0.06715822219848633,0.22597715258598328,0.057434096932411194,-0.06959892064332962,0.01762048900127411,0.3653983473777771
34170_0022_A_287	0.004312220960855484,-0.02356942743062973,0.046857237815856934,-0.018367787823081017,0.4515708088874817,0.06887891888618469
34170_0022_A_288	0.0653008222579956,0.47693270444869995,0.06657272577285767,-0.04830881208181381,0.04963485896587372,0.07061754167079926
34170_0022_A_291	0.0642910897731781,-0.003956995904445648,0.02810274250805378,-0.021995997056365013,0.1664462834596634,0.12863968312740326
34170_0022_A_292	0.08445829153060913,-0.02885078638792038,-0.004303751513361931,0.00534764863550663,0.10082773864269257,0.12427502870559692
34170_0022_A_293	0.07967755198478699,0.004789620637893677,0.02029927261173725,-0.02140801213681698,0.12615139782428741,0.16294120252132416
34170_0022_A_302	0.022877488285303116,0.010515294969081879,0.05139701068401337,-0.020855804905295372,0.2516881823539734,0.05099557340145111
34170_0022_A_295	0.08121398091316223,0.03150379657745361,0.01985916681587696,0.035056911408901215,0.09084124863147736,0.27164942026138306
34170_0022_A_298	0.05044785514473915,0.040384501218795776,0.0030571091920137405,-0.013785606250166893,0.41547584533691406,0.018029039725661278
34170_0022_A_299	0.0728512704372406,0.002012193202972412,-0.0696558952331543,-0.001444375142455101,0.25945037603378296,0.08421726524829865
34170_0022_A_300	0.03072241321206093,0.055358149111270905,0.03241512179374695,-0.06093207746744156,0.3482815623283386,0.049156203866004944
34170_0022_A_301	0.023821447044610977,0.2994324266910553,0.0397566556930542,0.053858883678913116,0.031496837735176086,0.1786501109600067
34170_0022_A_303	0.05526149645447731,0.44830527901649475,0.05644753575325012,-0.06526517122983932,0.05334107577800751,0.05993266403675079
34170_0022_A_304	0.0995941162109375,0.08157923817634583,-0.0002546589821577072,-0.019509142264723778,0.20669731497764587,0.06754638254642487
34170_0022_A_305	0.11791002750396729,0.03154940903186798,0.03678695857524872,0.055094726383686066,0.1335732787847519,0.13215398788452148
34170_0022_A_308	0.03657800331711769,-0.01729462295770645,-0.002287013456225395,0.01639961637556553,0.04184733331203461,0.06568948924541473
34170_0022_A_309	0.03544631972908974,0.04205925762653351,0.06277750432491302,0.050398655235767365,0.13269086182117462,0.17496785521507263
34170_0022_A_310	0.02506047859787941,0.01194240152835846,0.00035387463867664337,0.07838181406259537,0.08358968794345856,0.05748412013053894
34170_0022_A_311	0.04415202513337135,0.17218740284442902,0.037568747997283936,0.03421569615602493,0.024167999625205994,0.20486700534820557
34170_0022_A_312	0.024089250713586807,0.21059904992580414,0.021451296284794807,-0.00970429740846157,0.04289431869983673,0.07460004091262817
34170_0022_A_315	0.03091404214501381,-0.0020067915320396423,0.05993567407131195,-0.023319384083151817,0.08936043083667755,0.17456045746803284
34170_0022_A_316	0.020281795412302017,0.01352497935295105,0.032547011971473694,0.02639603056013584,0.019746169447898865,0.09845200181007385
34170_0022_A_319	0.0653008222579956,0.47693270444869995,0.06657272577285767,-0.04830881208181381,0.04963485896587372,0.07061754167079926
34170_0022_A_322	0.036877427250146866,0.026893436908721924,0.02350202389061451,-0.020800640806555748,0.06512390077114105,0.1274554580450058
34170_0022_A_323	0.018568966537714005,0.13784296810626984,-0.0006741564720869064,0.007920065894722939,0.03408537805080414,0.09570321440696716
34170_0022_A_324	0.17113041877746582,1.2769845724105835,-0.059042513370513916,-0.022852858528494835,0.008619919419288635,-0.017401890829205513
34170_0022_A_327	0.08706846833229065,0.060565173625946045,0.048387184739112854,-0.047644637525081635,0.13927267491817474,0.17589086294174194
34170_0022_A_328	0.03893024101853371,0.21752136945724487,0.017481492832303047,0.005675414577126503,0.0362841933965683,0.1244247630238533
34170_0022_A_329	0.03544631972908974,0.04205925762653351,0.06277750432491302,0.050398655235767365,0.13269086182117462,0.17496785521507263
